random_point_id,random_person_name,longitude,latitude,something,something_else,random_amount,random_timestamp,random_look_up_value,random_another_look_up_value,with a space
269,74da48a7040b4c634067a457630dfb68,181489.7695,314524.3836,660fd59ce7f5608cda108c6215e3f755,0.171800216,606.46,2/9/2021 14:23,52c8e4603c7177eb32818f861ea03e3f,79266883512d1f63cf287c78d29153cd,3d793482e96dae35f5c71fc49f09fbc6
270,3bfc6d30d04274ca6fc0700521a4977c,149535.0975,533267.385,299df51029d4ac1cbbf1da82720ab3d1,0.558485334,840.73,5/5/2020 2:07,34c1c74077518df33ce0f86681e8aba0,4e0ed7e5304a6c0d2ad5bd1e742d1e2e,34dc08c874af8c4f9e036eb8726b3469
271,54eda1a85f5f3f26627a436f95974dd0,282962.7747,598940.6058,176b2881549213854e9b16c5fd46390c,0.951029414,340.35,7/29/2022 20:14,ecf6da762b4b6eba1655076051e12eec,fc271b90f89d810d1bcd7c30d618245f,4d9485fcc91470d5663755af8af12fcc
272,d05f3c5f355f7993e0b8b6f6f90984c6,56280.22761,479933.103,56746674968f360d05475e5a5b402606,0.782680298,381.02,8/28/2019 17:37,34c1c74077518df33ce0f86681e8aba0,6ac68e483f84d950176e59a981cabaaf,30d549798ce2bce6b7794fc5d6b2d38b
273,b97c38c66a707b9113aefafa28a068cb,137321.4803,460457.8602,d2623c699aede7195af84c585d9b64c6,0.3403744,671.57,2/7/2019 8:53,f5392d09ce712c934137c95838e72a30,dc763e56827e002836ec099b221007cd,7293c6c443364a4d2505f9a45e1c4090
274,60de0c8c4ef933f7578d3a8b1f4fc3d6,208032.6995,584404.6731,d98d67f15cf85dc19358b34b6d15cb51,0.806763993,38.97,8/30/2022 16:56,8deb6ada12f7c7b8b567085253aa21c6,7eac6e542ca5c9152257a23e848b254a,1271df5dc5d23d4b51281757659ac62b
275,b068cf2f2990c809a3d44b3633bb764b,262858.7812,450938.5692,efa2b7ee0ec5b65be5121022827e614f,0.154221813,601.2,11/6/2021 5:21,d71002068cfe3b06b7c282b708a328a2,1bba859943c3cdc24d690234c9753e0c,3145f4127d1611e97558414be9b3c2a4
276,ec8161cb3ad78c3f432c75175ad890a9,218008.673,571650.6851,3a2532840ee416ab2f568577428c6199,0.209134408,724.92,3/12/2018 20:57,52c8e4603c7177eb32818f861ea03e3f,7236ea30d1769fc6b640287dba9de91c,22d6dfebb128745aa7e32aca0abcf346
277,621ada0f071d08b9177a8a20954f8861,12193.36841,587177.7537,6a80a5634f68e08163227285499644a2,0.05698763,604.59,11/18/2019 20:52,1827dc8bfa6fad8a1962de8af9c3c2ec,16d8c9d2dd3f04afaaa91473a26ed1ee,bec15da7f3d4067d351b29c380fd7523
278,a8697af247f7c437bf8e2d3cf72d76fc,101572.642,347353.8539,9cedc25a28568d6da6737c2b89fb6f86,0.231776959,567.11,2/26/2015 2:20,8deb6ada12f7c7b8b567085253aa21c6,afb3f11317a87728c704268db1ceaac1,843aef681d6ec68f256c7b3c0db630bc
279,f7df672df5d9d2aa0721de3c224820c2,26329.02561,307876.0895,d8e673c7032289cee63742449dc4bf87,0.777337422,906.54,3/9/2021 4:57,1827dc8bfa6fad8a1962de8af9c3c2ec,e564186a1e4c49d75ed684a0c4e5c4c0,9709efcf29b51effb067f5bb7d7ebaf6
280,1aedbe365cdabe2acae0e7d5b0ac46bc,5059.882324,312687.0896,7efe6d543e78071a69e0f07a46bdbd47,0.84285291,686.63,4/7/2021 0:35,34c1c74077518df33ce0f86681e8aba0,fc271b90f89d810d1bcd7c30d618245f,770c770f121898de3e336cbc6a6865a9
281,b034da0df95dd8f62fa77dc0bf1334be,244923.5861,431523.3851,121e9d46408d60f17388b18dd18d0072,0.399018131,63.43,4/16/2015 11:10,34c1c74077518df33ce0f86681e8aba0,5044fc86c1c25ab1ddad10b09f1afc32,73d6b7fbab57927e7eede9ec30dc27a6
282,7aec9efdf7ec4d80d2cf10c6c0a12aee,10525.89983,469478.0988,83c10c3d3e2007a42f549f4e9540f0b0,0.463408474,120.83,3/28/2017 11:25,81117d7c63055f282982ebe847813842,5044fc86c1c25ab1ddad10b09f1afc32,cb46b4156f2c67d50c6496676494f07e
283,b853a59c67a1714565d41344b870da5f,137241.7796,333516.0969,5f8eb66bbc7fc47a0278ff748bad7866,0.791259122,369.52,7/10/2017 22:25,1827dc8bfa6fad8a1962de8af9c3c2ec,4e0ed7e5304a6c0d2ad5bd1e742d1e2e,df74f915090f8b810128f8ba225673db
284,ad3772d982d03266a35e05eecd3797e8,31410.24874,564028.5434,af61bb9eb770d3467d50629be40ab76b,0.818135001,123.91,1/3/2019 12:22,ecf6da762b4b6eba1655076051e12eec,14a45473bebf8b039a0b4282ad59b627,ebf83d1837e6440f336f6577c1831ca0
285,e0ccca7234520a96702ef6d58341802e,258481.8091,548865.0115,1077596af2384846f70bce66a6346619,0.090333106,176.33,11/27/2018 5:17,8deb6ada12f7c7b8b567085253aa21c6,c5bd1db39ae0228758e1fc55c8528dd4,ab7b4a7eccf2f2f8e2167021c95dd5fe
286,dcfc9162661807f000f1b04c10cb1e8f,109573.9543,375985.6297,c10e67efb368cf648a8f91b876a49642,0.953118498,66.96,4/15/2018 2:56,52c8e4603c7177eb32818f861ea03e3f,d1da98786cc28976d33805f6f6cfca86,40e8a47fcc51af2abff5eb15acf46709
287,ec8161cb3ad78c3f432c75175ad890a9,165051.3422,436559.9992,5d037c41b8eae0572585c6f7b7341309,0.711250295,878.66,5/16/2019 20:59,19970d6c0936b4fce425b0b3b075f794,14a45473bebf8b039a0b4282ad59b627,cb21defcc4b0006a9c6bd381620b7b30
288,62bfe519826f8e1e656fc0620e5f8c32,61941.83224,438216.8445,a6ef74994bddb7e8522c75c44ee664fa,0.265274518,746.12,2/4/2024 20:19,ecf6da762b4b6eba1655076051e12eec,6ac68e483f84d950176e59a981cabaaf,fad14c41ea5e41d00d68969cc0628c87
289,751dd5435f88bfbf6c4e5e1475bd5cff,143746.2753,353101.7878,de110e7e11f8ca14d1cc8f656cc68086,0.654692021,79.95,7/15/2015 12:23,34c1c74077518df33ce0f86681e8aba0,55ae0b274409ec376826af84057e3f1a,336dc815e18b07d82532e24a526b2ae2
290,a06ccd8e1503ce614ecc7530f5d1daf7,174845.4477,525660.4802,a662214b5f6d7fdda90f525922fe28c6,0.408672281,88.65,10/26/2024 11:12,d71002068cfe3b06b7c282b708a328a2,1bba859943c3cdc24d690234c9753e0c,56d821c6601cfdca1a4b643efae157b5
291,8bad58de25d75396e998d1336454b98e,8582.953589,591511.9602,d4d470112bf43182ada9de02eb0a52be,0.879172804,302.01,2/25/2017 20:33,19970d6c0936b4fce425b0b3b075f794,6db6cc359f1fb74069aacc03213e845d,50d40de6b3de4c2d3e321bb3a15d2fa7
292,49ff1999fc693aa542853552820e3de1,126741.9896,395958.5531,eba54cec4fb7d90258b548b06416ba3c,0.182209685,20.74,2/11/2022 23:40,34c1c74077518df33ce0f86681e8aba0,184dc21d43a0d8b90698e794bc36dec9,9267b17f1d10442fdbc04ede6bb50305
293,ceeefdaba21ce3f6f08ada8915c878e9,164508.7453,353744.2905,bde7c406191a70539067eb564fede053,0.232052717,550.38,5/15/2019 10:43,34c1c74077518df33ce0f86681e8aba0,c8a6ca40b16431a491e23e8e1e009065,1d1f1503c0cfda67581aebb018765c3c
294,1075810dc3f10052457c8973709b6a09,122844.0992,614721.3216,68671cee2da90954c61f36ff68913f9b,0.961108712,629.45,4/27/2024 18:31,19970d6c0936b4fce425b0b3b075f794,14ecb7e068cc04ebee5eaf45d393d74d,d68d718b4648afec306bbe31007b11ca
295,3e7b544a752524927bb4c5e342755270,268011.6121,313154.8481,f2eddc987392d300a4d480faccafdd04,0.875404677,86.94,3/4/2020 14:24,81117d7c63055f282982ebe847813842,37f0deeecbb04b0fc43fdb3119c7ff99,ac836d988f1e4d13d6e83bff2a413453
296,08c2ecd05c59d83128a988387ccf4fa8,127487.7906,580327.8993,703b4f2a4377bd9ec9c76e503535af1e,0.911458496,712.63,2/6/2018 4:35,5ece93aa4e0eece3c98167b8d2f84935,8c4211bb9246e63d9e050e6148bea141,db9075a8b19c0cc69b70c4d9a2a22399
297,7f21bac6b096e82fff4ce4740d0aed67,6790.651396,442004.1123,ce8d50676986c430c2524df3a6952c9d,0.303874108,894.82,10/17/2024 19:55,5ece93aa4e0eece3c98167b8d2f84935,7eac6e542ca5c9152257a23e848b254a,a22386c8fe8eef93aef40b00130752a8
298,a0f463859cfd3c798eb5da15767f00c1,200364.1876,558126.9268,42c4ea64701a62e214a42a0274be6097,0.122541184,366.75,10/26/2022 14:52,1827dc8bfa6fad8a1962de8af9c3c2ec,afb3f11317a87728c704268db1ceaac1,d53b9ba7ccaeffeb7fedd0dd88ffefe7
299,571982f558ee6063d6581bb0b789da8a,181900.464,463681.2438,f04bfe900508095e36c82eb86acf2ffe,0.931551254,548.35,6/8/2020 15:11,19970d6c0936b4fce425b0b3b075f794,6db6cc359f1fb74069aacc03213e845d,552502c22138827eaf205ea54afb7a38
300,f939168efeb7510bc27176e5a548c61f,216760.3649,400155.6557,b4d97518c6a950e947a6f90f396b88e3,0.905933497,411.72,7/24/2022 22:28,34c1c74077518df33ce0f86681e8aba0,3f74f39725ba05d22c2470cf0689c5a6,b7f54bbee751f4353289971b36fda77c
301,48355f0c28ef46b7459dca623c5f02d4,282999.5956,454472.099,1c2f555838fd39b76899635005e60f1f,0.823509207,522.19,6/12/2016 3:31,d71002068cfe3b06b7c282b708a328a2,184dc21d43a0d8b90698e794bc36dec9,ba58db03ccf32e4dcc52683f7385db5b
302,0a388e067f38ddf94ae1fb0c420f5719,98090.11279,465247.7993,38c5309c00aa68125199d10faf0239a0,0.843384726,195.03,11/10/2015 10:58,19970d6c0936b4fce425b0b3b075f794,9c04b332a35c602691a9829718258976,31b300de053ceb5c2aba7e2b75184bf1
303,f6f88f97f5a93e627496b870ef339427,245387.3613,316592.2511,67b108ea600d929f638d48b6a6482279,0.465043537,388.51,2/22/2016 0:27,d71002068cfe3b06b7c282b708a328a2,3bd0bc72b0e2827ed7e27f6e7fd13789,95242f1dcbf249b9f97554dac4e4b0dd
304,3e6fd434312afa377a6b5bcf08f3938c,116857.7939,621980.5111,c3d111f7d41ae2b7cb677f3246fcef0d,0.717229713,654.5,12/18/2022 15:30,d71002068cfe3b06b7c282b708a328a2,34d76c6badb357f16ae362d243f3bc9e,a93512834504aa796eb7e1f3113faace
305,fb311ad88cf84f49ffa1ea49ff2ed063,32451.02454,362668.8182,941e6e485ddd732ced3d4c6d341b84a2,0.497782238,860.34,6/12/2017 13:48,d71002068cfe3b06b7c282b708a328a2,914ad54332afb5a1f06d6875822c702a,7d7e7c3386b5fb661d3b413bf333ab4d
306,f2e617e7a92eaa48e9d41c0f4143a6b3,228522.7127,411823.9434,2901567fe6bc3ff5aa615b1c3cc7a111,0.227603161,449.46,1/25/2015 7:02,5ece93aa4e0eece3c98167b8d2f84935,afb3f11317a87728c704268db1ceaac1,d5f2583df89bff44f8a684bb16aae585
307,83c492f91b5ffebaa7c6ba2cfaef5399,150559.9182,369205.0779,d18307e759bffe49e3056bd18efcd123,0.106717492,241.23,2/3/2020 13:58,34c1c74077518df33ce0f86681e8aba0,34d76c6badb357f16ae362d243f3bc9e,bafc077eb6f0da5009cc648790f1c5e0
308,adfce890aa4e58f56674f94217680571,26523.31455,350255.8305,bb9b22f32078d0fa3407245c8bbfcc4c,0.389979466,494.77,1/4/2019 0:16,ecf6da762b4b6eba1655076051e12eec,aed51ecd601c5cc9b484d719f0549aca,7f2e983b620d43f19936af6c17667b5a
309,f38d0cf5472f323f8abd3f594bfa0bed,265865.0319,358614.3344,cf22811c06c52dde970d1bf8dfb09d62,0.215843579,538.06,6/2/2017 8:25,f5392d09ce712c934137c95838e72a30,883e4bca0ba2058e3cbea43808e10352,e0978e98ed154b8c369587baab04d657
310,981f26a6ae8246787b8948f9f3e5f7ad,117884.2524,558877.8598,48465bcf0397d2f4b3cdba0ca46a1471,0.714570026,350.16,11/23/2024 0:30,f5392d09ce712c934137c95838e72a30,14ecb7e068cc04ebee5eaf45d393d74d,b4f58022e87b8f74eacaaf7f0615d085
311,06d91bb2c09fbf30cfff1c5c28ae93e4,41289.03605,460437.3754,3ef723084f7bebfcf05060fa488360a4,0.842468073,283.65,10/16/2020 2:11,19970d6c0936b4fce425b0b3b075f794,34d76c6badb357f16ae362d243f3bc9e,a7b8276f4bb4d03a4d1ab60293c1ae4d
312,07765568cbfb4a6097abf618436c4c08,89064.39773,353150.1007,6637ccf706c0c71649260faf126846b8,0.695867843,629.14,8/25/2022 16:18,1827dc8bfa6fad8a1962de8af9c3c2ec,c5bd1db39ae0228758e1fc55c8528dd4,de158f5bc222eff9ebe14f6b70b063c7
313,7ff39aa9d554f1c3cce99dc99ab4fc0a,137860.9128,611204.8709,1477762afcc3b6a40fec5b2a383ba78d,0.871396283,999.74,4/6/2024 6:01,d71002068cfe3b06b7c282b708a328a2,cfe72c546dfc825803a7903af30b84bd,38026ef65ca5e62e97d1126f00073989
314,26ed74c50d8f76f89460d5cc5047ba0a,180525.066,516824.0936,731fc7bd6f47c34af4fa7e761e9e4eb1,0.786137017,897.81,9/23/2016 13:00,19970d6c0936b4fce425b0b3b075f794,afb3f11317a87728c704268db1ceaac1,cebe1c58199c12456fc332a1f06a7d83
315,12db4f303abf71e1b122331cd57c61e0,136952.4309,516851.5137,3056ca1c3466159aa8771522343789f7,0.140071685,208.29,7/14/2016 11:03,19970d6c0936b4fce425b0b3b075f794,ff18130d0961523e395ac673192f28ab,03de69a80e1cd6c8ac19c5fd0092f5cd
316,8d9fe49621c48b99592d9cb8481c15d4,177149.2951,367748.1896,718cbe821f6bc36006a9766e23fa62fb,0.890902552,432.75,3/16/2016 22:08,34c1c74077518df33ce0f86681e8aba0,3d5e9d92d82233bf1d861827bba9432a,9b73a24c74a2a214f2330ac0a3b2a6e1
317,1c8624098e6d9a44a5b32653fb3cd6ae,140788.6526,463903.2327,6cc0b51b820f58ef5bf5573e3bf28b98,0.074387939,970.63,3/24/2016 4:05,1827dc8bfa6fad8a1962de8af9c3c2ec,d1da98786cc28976d33805f6f6cfca86,69d1c363e58492c6a10da8774402ecca
318,63bd775d5cdbdf15573217d325d61894,62859.93071,500949.1933,6d10f8fec6a30bc04e18eca78917bae9,0.507503704,700.89,1/8/2020 8:46,5ece93aa4e0eece3c98167b8d2f84935,4e0ed7e5304a6c0d2ad5bd1e742d1e2e,6824ea49890e923200cc8c97924339ff
319,adeab7d488ffdc92aeb67fb59436405d,174238.8376,623499.5629,6db80b606b5c643890c884091061d490,0.182270869,98.55,3/25/2015 19:29,34c1c74077518df33ce0f86681e8aba0,c8a6ca40b16431a491e23e8e1e009065,ff27a1989c21842a3a3134990daa200c
320,f939168efeb7510bc27176e5a548c61f,67447.50078,362355.9702,ede2dd00c6c2b5acc4b571af8f3c13a8,0.929531928,510.71,7/13/2024 0:55,f5392d09ce712c934137c95838e72a30,160005ec3beafc59eb13132b5adfc4ca,3625acf8da80ecf75aa07284fc571859
321,f201c84c63d2a4558d24c9c58ef08a50,20016.16135,312495.3037,6a7b9b8d5f606d4fa634d8d4bc500e7c,0.498261608,440.82,4/24/2023 8:21,d71002068cfe3b06b7c282b708a328a2,d5f3181d31ffd1e2bcfec5bbd8fde771,2d7c89732b38a788ee2357df76e9b3c3
322,462305f277dcc46fef59bedd3ddd07a3,80909.77113,485914.1104,4f2f9664a94cf8455cdef035cbfa98a2,0.46048226,465.12,7/15/2022 16:05,1827dc8bfa6fad8a1962de8af9c3c2ec,14ecb7e068cc04ebee5eaf45d393d74d,4be3f3f5e730145f514b6092495878ee
323,a5bc00114de940cd2ad1976ebc83f4aa,229009.641,461305.9661,e0fa91b29015e00ceb38f0d636c1a15f,0.577214932,0.56,3/28/2015 11:50,5ece93aa4e0eece3c98167b8d2f84935,c2813e1ed62ca7cdc872aef5388af0ef,6373f427ee27466902203f7b9efb6d04
324,a8e7a784e7da927d8612f4d218037761,144380.4742,392799.2786,a43f55dd004f062a5a19a61160ae5972,0.319204829,620.61,7/15/2019 0:10,34c1c74077518df33ce0f86681e8aba0,34d76c6badb357f16ae362d243f3bc9e,fe54764e7b3e89b6642ec4ab76a5e696
325,c5fc1256caa9b2b1e2b2cefaa0b9008e,202480.8058,499053.6089,38390a63de2d753c99f81b15b737fcf3,0.858859591,85.71,6/26/2019 21:04,d71002068cfe3b06b7c282b708a328a2,37f0deeecbb04b0fc43fdb3119c7ff99,0c6616487a22c4034d9a2522c0f2b781
326,dc8fda45f762b37186eb425a8b6570aa,96970.40986,573449.2594,c28eb8f8770b7e9a2d11188bcdb5638d,0.877750962,125.48,6/13/2024 3:34,52c8e4603c7177eb32818f861ea03e3f,578e2cf99fed46485ed552c92bde2e53,62e98ce4009c2e3d3fb8f85da20d0b33
327,23382fac7187203eb05d87567dbbe580,151657.1001,551829.6285,61f445b9ac2900dc0747771f9e76132d,0.167350294,234.36,1/3/2015 15:27,f5392d09ce712c934137c95838e72a30,8d6d5c5a4026e47002c02b2c9c0339d5,09cc08baad972cbc325d46c37f2eb906
328,35bf821e39e438941928b7c006530df1,76788.74762,373084.5964,dd2d3704c1ee50479d9099d9c4c845b5,0.048966183,71.77,2/1/2018 14:26,d71002068cfe3b06b7c282b708a328a2,3d5e9d92d82233bf1d861827bba9432a,3ac3c0494903d4fc505cb112523c9996
329,1cc2062e282647c3fb845aa3bd85f8a6,28265.0903,326900.3082,ea933e1769628951ab5bb70895ddd812,0.771073786,291.07,10/23/2019 17:21,52c8e4603c7177eb32818f861ea03e3f,6db6cc359f1fb74069aacc03213e845d,83a1b8f834a47cfd719d169f4553a129
330,bb6fcb60c243c072971bfe6c39d94f7d,85479.75711,475053.7708,49bb6f36c889e3c89a04516f53a3a470,0.036690219,851.46,5/7/2023 1:01,ecf6da762b4b6eba1655076051e12eec,184dc21d43a0d8b90698e794bc36dec9,ca2e7318aea688d5c668690d028d35cb
331,c4d793bc3f92d9a4cb18fea60d84942a,17238.7855,555391.3803,4978b8544ad83782831ade386e9e7baf,0.807854288,737.29,10/13/2021 19:57,ecf6da762b4b6eba1655076051e12eec,160005ec3beafc59eb13132b5adfc4ca,85f6f9747f7307b7406bad14b7393cff
332,5ba1adeaef1bb70f3815c53a12e4fb48,178086.05,528909.0665,9fae682423f4c7fc93a6e7d6aafee6b5,0.275681922,956.48,8/3/2016 23:53,5ece93aa4e0eece3c98167b8d2f84935,d5f3181d31ffd1e2bcfec5bbd8fde771,c1fe9ee29d04c2354e02849c9e70c978
333,0036069945e0624698578f4275206d79,269279.324,339696.6598,63760574945781a03533ca1e5f1f432a,0.979336371,200.64,12/2/2018 17:58,5ece93aa4e0eece3c98167b8d2f84935,7eac6e542ca5c9152257a23e848b254a,01375a2022f77a243a548c35be812f91
334,f939168efeb7510bc27176e5a548c61f,120360.5202,581057.8441,93d24b89f78e998432f7bdfd9d6574a9,0.221394854,405.74,11/9/2019 4:42,52c8e4603c7177eb32818f861ea03e3f,8c4211bb9246e63d9e050e6148bea141,8c30abd09b746da563b4db9d04a34860
335,6dd50e27dcfbe67219761e21bb967d40,266294.8393,424769.6255,a8780e7d4db41601f538cdd252162b13,0.235706162,982.76,2/20/2022 0:03,ecf6da762b4b6eba1655076051e12eec,37f0deeecbb04b0fc43fdb3119c7ff99,91f820d2224425b41aa50718df12d863
336,97012ce3660461e56c7368dccb042c54,209060.9084,390363.3439,76946dd4a509f6597d5a731667208911,0.701487064,818.84,3/4/2018 13:18,81117d7c63055f282982ebe847813842,7236ea30d1769fc6b640287dba9de91c,27ceb060e4819e635a9ed375be9ce774
337,1e860d31132d7368396bc9af13afd549,59841.85333,469262.1547,40b484b4403647fffae2958d4e0e9cd9,0.708044569,454.16,12/7/2019 3:47,d71002068cfe3b06b7c282b708a328a2,3d5e9d92d82233bf1d861827bba9432a,10ed3949559be38e1f9d247ec92ec362
338,ba68336166fa394921c34060b7e2cfb6,66226.36964,589065.2934,081b28523c7a0f7403e2d3bc155e8e04,0.811456423,587.06,1/7/2016 2:54,8deb6ada12f7c7b8b567085253aa21c6,578e2cf99fed46485ed552c92bde2e53,1099b3858bab7c49630dc13433a5c450
339,b33286be96222924618ed20207ddd989,274316.7692,388195.161,9dc9f512b8e1d4a98d99b76c40b2948b,0.400489049,267.14,8/17/2019 7:39,19970d6c0936b4fce425b0b3b075f794,8e0d4d7eea9e5c7b218f941fc7f5f7d7,47b0ff82baadb0d35df530f6829c22f7
340,be10c6b7e430d63f00af4d8220c63fc1,279016.8525,326813.5876,515dc799b24c9a0528989446a743dda2,0.826050692,616.66,11/21/2020 4:26,34c1c74077518df33ce0f86681e8aba0,3d5e9d92d82233bf1d861827bba9432a,a75f774d957bb4474c6cd878801ec658
341,644bd02c86f84088e3d06e753965d181,222999.5677,349815.1616,1e3e2229f868fc0bc0d9c040d380de8d,0.128013247,533.96,4/13/2015 23:07,52c8e4603c7177eb32818f861ea03e3f,f67e5130bf2acec9a891808b7048afb1,0e2d3010f6be9043353f9f1e274863f6
342,fa818fedea5071bf03a495781e2dcbbc,158283.8351,313334.8366,c2cb8b79d269beb3c02aaae378c0cc8d,0.306109289,737.45,1/15/2021 5:20,ecf6da762b4b6eba1655076051e12eec,cfe72c546dfc825803a7903af30b84bd,4fac902027a3582bcb2db4277c8962cd
343,07765568cbfb4a6097abf618436c4c08,245483.1369,599949.3865,e3ba454a93dbd02503602b2a7bb99d6b,0.878016633,407.88,4/28/2017 18:11,81117d7c63055f282982ebe847813842,7236ea30d1769fc6b640287dba9de91c,e0bbad312e4a495959ff38f8c91fbd4e
344,d3f1601e6bc534f3bbd7084ba660e831,271682.0681,523637.9596,eb13b0aa580de74c24b7c5bd4390c682,0.507251572,81.8,11/4/2017 9:30,1827dc8bfa6fad8a1962de8af9c3c2ec,8e0d4d7eea9e5c7b218f941fc7f5f7d7,82a8a140bf48fbf98fbe9c5b7c1230a0
345,b19f4ddf927699bfdbbc8754c76b7747,164365.2868,416765.8341,e4c034f04e9018faaac8a3ec91c88eaf,0.185049099,887.85,7/16/2023 21:24,5ece93aa4e0eece3c98167b8d2f84935,8c4211bb9246e63d9e050e6148bea141,9a503368d3872e9804f505057570e40b
346,36b4d54dcfca31635f8cb83edcbd11bd,98269.69682,424969.5049,19289e5c1e075e70ff18672d97b9a36d,0.342334223,544.61,8/13/2021 10:19,5ece93aa4e0eece3c98167b8d2f84935,883e4bca0ba2058e3cbea43808e10352,86ee7902f5596805aecf8ab95420dda5
347,b36c0a5c48373bd1980e0ea242461d4a,174428.9415,507585.2565,c0e7255e32d4ddfc9d4d123aea109d95,0.237878278,145.83,7/13/2015 10:32,81117d7c63055f282982ebe847813842,7236ea30d1769fc6b640287dba9de91c,4845268e3de9f4fd53c0a432be74e332
348,f9ad28c86a795b116a3ac6f77b2df51b,221303.9889,409624.5459,0950e4454186e663131fbd1009cf5f1d,0.513858171,834.53,8/5/2022 6:35,52c8e4603c7177eb32818f861ea03e3f,ff18130d0961523e395ac673192f28ab,b06c1e132b9b51936869ac6054ef76a4
349,2ae574872aa5ced82bdc082d56408e7e,1025.947241,474708.0561,d9db8e4f0d4a76a74706bbe7710d4340,0.286740155,246.53,9/4/2018 17:22,52c8e4603c7177eb32818f861ea03e3f,c5bd1db39ae0228758e1fc55c8528dd4,0de4c577aa2b9f6fbecc8401afbd23e0
350,dd1733feaed8286712ec47885d663bf7,144037.7192,312141.0613,cdc7f4a4e5297c5a9b4318b1cfc31513,0.015513274,619.58,5/30/2016 22:31,8deb6ada12f7c7b8b567085253aa21c6,d5f3181d31ffd1e2bcfec5bbd8fde771,801609df737ed75cb160813bbd51f281
351,fa818fedea5071bf03a495781e2dcbbc,184196.4629,394477.2423,cc9c61d2a34ca5993ccb6a6841b4eea6,0.485996366,794.63,5/22/2017 3:04,d71002068cfe3b06b7c282b708a328a2,ef5be8ed8b1397251f7ad096a899bc6d,12bdedb4572ae2917474eaf13d147991
352,5296834dcd7dfce9b2d06b6407498b64,115345.0305,309917.3842,e1150b7fb25e38bf2a1e6d373fef6eec,0.003806816,857.3,10/10/2015 21:32,8deb6ada12f7c7b8b567085253aa21c6,6db6cc359f1fb74069aacc03213e845d,6f034fb464cfa626556f3d2eb0eb60bf
353,7e12beebf5d1bd09ff2b9b1541fdd837,47085.31983,355201.7744,1b0f047c7a3049fe030159ebb39c047f,0.593554379,803.28,11/16/2020 16:59,34c1c74077518df33ce0f86681e8aba0,37f0deeecbb04b0fc43fdb3119c7ff99,f74dbeb812ca8a09e51fd7f6733b5287
354,bef8dcea3142410aac40a82c5433db74,233324.7191,434040.046,53324967c22bc2c3fdc63c81beb7be04,0.061229659,580.46,12/3/2016 16:59,ecf6da762b4b6eba1655076051e12eec,a82cd7e43464d7c5bcda07c5051253a2,b29b48ddd027ead261027f3ca6670ae8
355,74da48a7040b4c634067a457630dfb68,282942.6584,525444.3608,eaf7d65480481a57aa7c4001b4f8c075,0.953289584,930.21,9/23/2017 4:34,1827dc8bfa6fad8a1962de8af9c3c2ec,f179dd96b50e793869eabcc7a312ef23,c83d36bd6ccdebcc578b95ea5b6ecfe3
356,7e120cd09d188144d355677ff1a37feb,44571.06429,484817.5803,73eae35b7eb7d79fcc4cce5ca8a04ef7,0.111671748,183.38,5/2/2021 1:38,34c1c74077518df33ce0f86681e8aba0,16d8c9d2dd3f04afaaa91473a26ed1ee,0cb503a1c951bbf33d396f50aeb0523c
357,e995273324b60ed717ec9b7dde6b013a,63048.09482,561958.6884,eac09ddd54c3481443f6e6213af329c8,0.910341094,174.02,5/8/2020 10:30,8deb6ada12f7c7b8b567085253aa21c6,dd5d7d93462beb43c7ff571c582dfd27,c212a1320911c6e1655c8eedc3791d9e
358,0d1e2d36317b5dab4d24bcb375a6fc4b,203173.6244,387422.1831,0b3b7e5085bba64c4dc5e610e443d025,0.706806418,622.44,4/18/2019 5:16,1827dc8bfa6fad8a1962de8af9c3c2ec,160005ec3beafc59eb13132b5adfc4ca,6461c3b2d5cb85a723aa6a3a50972c91
359,306e4367fcee6585d1b67e00cf7fd5aa,138400.9687,621612.5655,927e73be28c829551afd237120f980eb,0.251535927,163.42,11/18/2022 7:59,81117d7c63055f282982ebe847813842,ef5be8ed8b1397251f7ad096a899bc6d,8c1f7a3fc9ea2864b101aafcfb483642
360,8cb828d7a9ab641b63716c6da892dd56,5219.517287,496471.9645,f7e4e876c47e9c129c34d55039cc8b19,0.078920824,905.97,3/27/2023 16:09,81117d7c63055f282982ebe847813842,6db6cc359f1fb74069aacc03213e845d,a6750b034e73c72efd712fa986c8412f
361,b33286be96222924618ed20207ddd989,60452.05834,607283.4497,9e7e64568d5d78adc29241c174faf2a0,0.42432899,305.7,3/18/2018 18:52,1827dc8bfa6fad8a1962de8af9c3c2ec,e564186a1e4c49d75ed684a0c4e5c4c0,3546feb88af274c541859b1c97460126
362,c28fe323b224ceb783b5784da26b5305,231449.9259,386184.6878,736a7595cbda88976bfb87e4f787259a,0.251177592,804.72,4/14/2024 13:28,1827dc8bfa6fad8a1962de8af9c3c2ec,fc271b90f89d810d1bcd7c30d618245f,e36f98bae5312e3d15414d26d16a599e
363,2ec7c342242fc6cbaa9369df8caf1b5f,201005.0394,426834.1762,1ce96f867d950193918d5e4c6edef3b8,0.167529152,288.62,9/30/2021 7:33,5ece93aa4e0eece3c98167b8d2f84935,7236ea30d1769fc6b640287dba9de91c,83625947385b5f6680ec420c7d573eab
364,d7d3af5ef0028868ff504dc0c6640ee6,8181.184822,483556.4279,e8d41a265aaaa6cbacefb3a8b8f4579a,0.610550606,863.06,2/6/2016 17:10,19970d6c0936b4fce425b0b3b075f794,8e0d4d7eea9e5c7b218f941fc7f5f7d7,adb428d75148330a977469e8eef50715
