random_point_id,random_person_name,longitude,latitude,something,something_else,random_amount,random_timestamp,random_look_up_value,random_another_look_up_value,dash-character
227,c21ddfc35464e655b8e8b97088be32f3,24292.42234,481382.9664,1137ddd3150c6949370bcab182d0ad37,0.286633924,663.68,11/19/2017 6:30,f5392d09ce712c934137c95838e72a30,ad987d707012e13441710368437caeed,0.927992398
228,ebbdf7b807260f3cdb3e9f38fba9dd7a,145780.9841,318923.4658,54ab8f2f4f6346c30a351c1398f841a0,0.884217718,859.05,10/16/2020 0:48,81117d7c63055f282982ebe847813842,6ac68e483f84d950176e59a981cabaaf,0.65344556
229,d916f1e66df1454e1b74a9787bc7e8bc,199727.1021,345445.3618,7222dc8a4c6062021c41494a05b9a14b,0.747420305,490.66,9/9/2019 17:03,f5392d09ce712c934137c95838e72a30,dd5d7d93462beb43c7ff571c582dfd27,0.060484508
230,61cd2a5e906b710e4c41f3dcb13e288b,209458.2866,312587.9697,3e04b6986d1bd9610897728aeeb7a659,0.362119358,514.73,10/23/2019 5:28,d71002068cfe3b06b7c282b708a328a2,cfe72c546dfc825803a7903af30b84bd,0.603885456
231,a52c68664348e06a29feeb3c8e3f59b2,137407.812,440984.3991,4884270721f5d4cadec6d1e0cce88460,0.986845111,711.54,10/9/2021 17:23,19970d6c0936b4fce425b0b3b075f794,afb3f11317a87728c704268db1ceaac1,0.943795684
232,2e33a0ae7ea974b2dda9c05e37c9c38b,127940.5892,464621.4596,27060b39876f54ac7f0d09d759313941,0.107394076,884.99,5/12/2018 1:51,34c1c74077518df33ce0f86681e8aba0,6db6cc359f1fb74069aacc03213e845d,0.119349451
233,44b10f16c6ffcdc62772e100ca9f5dce,216718.0109,337028.6194,b4f91cd4eecccbe9ba4dc29882ecd2f6,0.714926656,174.88,11/16/2016 3:07,81117d7c63055f282982ebe847813842,8c4211bb9246e63d9e050e6148bea141,0.55920085
234,4283dcae4a4159574957a1007687d13b,3225.948514,505600.7098,9f51f80e582a99df9141138041b6a7b0,0.891379822,459.51,2/10/2022 8:55,34c1c74077518df33ce0f86681e8aba0,72eca6b81b4410ba974d2e33d88de6d4,0.808811341
235,66a7a86c75bb7122facfbf9871356111,80172.57921,432096.0979,345976b2d39da451c5c2e14daa693927,0.576914245,522.84,12/30/2022 9:39,19970d6c0936b4fce425b0b3b075f794,578e2cf99fed46485ed552c92bde2e53,0.312127746
236,8157a464403cda3190ce4f7db06ce97b,157478.3717,574923.8756,c07ea1592fd4ed67352f16e74dfb86c0,0.563262744,89.68,10/16/2019 19:12,19970d6c0936b4fce425b0b3b075f794,578e2cf99fed46485ed552c92bde2e53,0.845513634
237,fb311ad88cf84f49ffa1ea49ff2ed063,189866.9575,494445.1114,b32116372e1d34f34178a792fb74c4ac,0.810699005,982.64,5/10/2021 20:10,f5392d09ce712c934137c95838e72a30,d5f3181d31ffd1e2bcfec5bbd8fde771,0.531055044
238,a19c797fc5fc03c1ded886e17b93574f,46047.9051,314016.3212,cb9d05a6842cbac1b333e3591051427a,0.340722523,804.9,8/20/2024 22:10,ecf6da762b4b6eba1655076051e12eec,37f0deeecbb04b0fc43fdb3119c7ff99,0.818126743
239,b30f5e2da99d4f0bc9c08f31478de08f,35684.32514,483977.1295,f14238eb1568dc64fd5c55e5132c4da4,0.78665288,535.43,8/13/2021 15:47,1827dc8bfa6fad8a1962de8af9c3c2ec,6ac68e483f84d950176e59a981cabaaf,0.526729417
240,2cec671566eab99b722710e4954f7334,90946.3676,323823.8491,a51251afa3de53a2512dc9d30ca8d8ac,0.374714246,861.13,9/6/2015 9:50,1827dc8bfa6fad8a1962de8af9c3c2ec,8d6d5c5a4026e47002c02b2c9c0339d5,0.400817811
241,c21ddfc35464e655b8e8b97088be32f3,29621.93128,609986.193,6973583ac89ca169c652f7c3fd0db0ab,0.702814505,639.26,5/12/2017 21:26,5ece93aa4e0eece3c98167b8d2f84935,c8a6ca40b16431a491e23e8e1e009065,0.57873646
242,982ccf8d6a542badb20253a66aa6dd98,48166.38025,458233.9832,b600a52950895b990089e11d2279143b,0.336403181,550.29,3/7/2024 21:54,52c8e4603c7177eb32818f861ea03e3f,f67e5130bf2acec9a891808b7048afb1,0.701939884
243,217bd741d3755a4bd060232a6ef19a62,109880.2379,500563.5113,eea43f77d6b810e669b445d183d6472b,0.463223459,285.18,8/15/2015 0:38,8deb6ada12f7c7b8b567085253aa21c6,f179dd96b50e793869eabcc7a312ef23,0.85024945
244,260fc8785cefa5ea64c968bb6259a863,119073.0282,585750.3629,e57c897de6b74d571cb89ebf18958d1a,0.763526624,823.59,9/11/2019 12:33,f5392d09ce712c934137c95838e72a30,b45096243a1345200c27b3d30b74058a,0.206716169
245,63af80cf987417ac2d860c7f609d6db1,196656.4174,407250.7457,af3788eac1639116136dc92fb9ae0b2c,0.240837228,861.96,4/24/2024 19:20,8deb6ada12f7c7b8b567085253aa21c6,b63c0f2567cc10079f4dae731f245a02,0.959318976
246,b7628fdbb3c694dab53d8766114aacd9,159437.2158,589242.0826,d0a130f8717c045f2290a7100f305638,0.111464797,900.06,2/23/2024 15:00,52c8e4603c7177eb32818f861ea03e3f,6ac68e483f84d950176e59a981cabaaf,0.878708215
247,0e8727eace64022e5a8b06d02d879fe9,268705.4022,504883.2088,42ec16aac6088db55629813fb12c1054,0.41884802,94.88,8/28/2021 6:05,d71002068cfe3b06b7c282b708a328a2,578e2cf99fed46485ed552c92bde2e53,0.756355534
248,6081cd1c71ba466dd51a77cbfdfefda1,192239.7358,364507.3836,80c6faaedb54941e601f0cfc234e0431,0.881060592,743.35,11/12/2020 12:30,8deb6ada12f7c7b8b567085253aa21c6,160005ec3beafc59eb13132b5adfc4ca,0.228020878
249,1eef335eb87ff61c04ce4f2419990611,240984.3162,363235.7673,c5e4cd51ff27d09994cfac863bb33692,0.515349376,207.9,1/15/2021 5:04,8deb6ada12f7c7b8b567085253aa21c6,3f74f39725ba05d22c2470cf0689c5a6,0.772496261
250,73dc05117a1c3ce9f1646ca6b781d8cb,254849.4405,429905.0081,53922b1c4288759cffed59893612f952,0.840735779,595.71,9/29/2018 8:18,d71002068cfe3b06b7c282b708a328a2,3e99c87269e0c2b5b23d13ea97180516,0.991111028
251,44fe17c1dfd856cab3317e4650d892a0,160918.4286,337656.7095,c4a7f51a459cf295651e1e0d0da0b230,0.326185352,435.95,5/22/2024 1:34,52c8e4603c7177eb32818f861ea03e3f,ff18130d0961523e395ac673192f28ab,0.812336026
252,20586cb1b2378f181253f53858c9b403,234517.8301,486042.587,6b4dd582ccbce60c65b5fa43f3307835,0.224709079,657.25,8/25/2019 13:50,34c1c74077518df33ce0f86681e8aba0,6ac68e483f84d950176e59a981cabaaf,0.497731
253,6b59993c30d0957e64c49a1b9eafc8f6,211115.3404,352149.9807,8a372ff6fa7d3addd79d7108ee55b575,0.869447828,85.43,12/10/2015 21:47,f5392d09ce712c934137c95838e72a30,ef5be8ed8b1397251f7ad096a899bc6d,0.267042158
254,1eef335eb87ff61c04ce4f2419990611,18702.34552,454030.3282,04a65099c0ae218cd77b8d4095764055,0.87212935,492.08,11/11/2019 6:19,19970d6c0936b4fce425b0b3b075f794,160005ec3beafc59eb13132b5adfc4ca,0.824951852
255,217bd741d3755a4bd060232a6ef19a62,88961.1167,509834.9774,df398836d5cb0b8ad07625fee980f74a,0.782470363,506.12,3/13/2017 16:36,81117d7c63055f282982ebe847813842,242bb6b9f39c2b463c5a2f126c47cc28,0.920161173
256,46687e4f47d98956de709c8a77b552b8,24599.37673,553324.971,aca2881a2367284f42e4d956e04df882,0.573694924,829.33,8/7/2023 4:20,d71002068cfe3b06b7c282b708a328a2,d5f3181d31ffd1e2bcfec5bbd8fde771,0.456375566
257,c3b3aac3e41a6ab42ee53183d38c1034,188473.8145,433999.6053,f4ae9c8bc102633ad76b73755674c317,0.608299763,596.34,1/28/2022 15:56,5ece93aa4e0eece3c98167b8d2f84935,c2813e1ed62ca7cdc872aef5388af0ef,0.308464909
258,0e0010c15b9948b9137f3dc80824a5a0,174812.2714,439655.3947,7c74717b739bbd97c75f13d754e63238,0.412837958,108.35,9/4/2018 8:27,8deb6ada12f7c7b8b567085253aa21c6,242bb6b9f39c2b463c5a2f126c47cc28,0.376559386
259,5757875cacf81fa4405058717a8a6d50,154572.7119,385485.9818,89337d6b93888c31a7b61316d2a91d55,0.913509404,815.87,7/21/2019 13:00,52c8e4603c7177eb32818f861ea03e3f,c2813e1ed62ca7cdc872aef5388af0ef,0.083972534
260,7f21bac6b096e82fff4ce4740d0aed67,157404.458,596463.3439,95ba7239e3d06698987617ec47e3f7ae,0.627810459,391.19,2/7/2021 12:40,ecf6da762b4b6eba1655076051e12eec,4e0ed7e5304a6c0d2ad5bd1e742d1e2e,0.336339549
261,2f9180b2e7f58470518b34124eb882c9,61178.57781,373663.6536,a865988977f615966d2def02646550ce,0.402851119,127.33,9/21/2018 5:01,34c1c74077518df33ce0f86681e8aba0,184dc21d43a0d8b90698e794bc36dec9,0.300823981
262,37ac293172bc4e1e6c847d7282dd8c5d,5966.022294,431535.1134,fb650d3c97b65e05efca115ca4c23e34,0.479016474,134.1,9/18/2016 21:32,34c1c74077518df33ce0f86681e8aba0,b63c0f2567cc10079f4dae731f245a02,0.424155717
263,9a5b807387fa307c30a941bd4dc4baa8,225236.082,501194.3317,0f567284f1ac6b4184a620ecac14c0a1,0.138625296,826.81,10/7/2018 19:35,19970d6c0936b4fce425b0b3b075f794,25e5af3a5812e448914a57aab6098625,0.121969392
264,adeab7d488ffdc92aeb67fb59436405d,199803.8758,536456.639,9c42044a8d502e8ec6d76e98e1e404ae,0.782692741,771.43,1/23/2024 18:09,8deb6ada12f7c7b8b567085253aa21c6,b45096243a1345200c27b3d30b74058a,0.071641512
265,c4d793bc3f92d9a4cb18fea60d84942a,63095.24132,514022.399,4acba15a33ec908bac62e8741d2698b7,0.633781634,858.42,6/8/2023 6:46,f5392d09ce712c934137c95838e72a30,14a45473bebf8b039a0b4282ad59b627,0.105678244
266,62bfe519826f8e1e656fc0620e5f8c32,87718.87121,600268.4824,3e45a89efcd0c2a734a4ce1988c3b462,0.167547898,121.03,6/30/2023 0:32,81117d7c63055f282982ebe847813842,ff18130d0961523e395ac673192f28ab,0.208660572
267,aab706c6b585edd4b19a1c01ccb232c5,16627.91086,440558.5151,8589249e0afee14112b48c537b8ca9ae,0.967645821,934.7,6/24/2016 10:06,ecf6da762b4b6eba1655076051e12eec,877ceff138f040ca25bd4c1f0080e450,0.990660882
268,4f48a16491ba73118dd2d3e0c35ad2a6,140678.788,406421.3831,38aa0d4a58d5b84843bb0ec12d75020c,0.725228179,269.75,11/12/2022 17:52,5ece93aa4e0eece3c98167b8d2f84935,81e2ffa98a664eb7fe9ee1c063145ddc,0.463631656
269,74da48a7040b4c634067a457630dfb68,181489.7695,314524.3836,660fd59ce7f5608cda108c6215e3f755,0.171800216,606.46,2/9/2021 14:23,52c8e4603c7177eb32818f861ea03e3f,79266883512d1f63cf287c78d29153cd,0.751134237
270,3bfc6d30d04274ca6fc0700521a4977c,149535.0975,533267.385,299df51029d4ac1cbbf1da82720ab3d1,0.558485334,840.73,5/5/2020 2:07,34c1c74077518df33ce0f86681e8aba0,4e0ed7e5304a6c0d2ad5bd1e742d1e2e,0.079400354
271,54eda1a85f5f3f26627a436f95974dd0,282962.7747,598940.6058,176b2881549213854e9b16c5fd46390c,0.951029414,340.35,7/29/2022 20:14,ecf6da762b4b6eba1655076051e12eec,fc271b90f89d810d1bcd7c30d618245f,0.639452591
272,d05f3c5f355f7993e0b8b6f6f90984c6,56280.22761,479933.103,56746674968f360d05475e5a5b402606,0.782680298,381.02,8/28/2019 17:37,34c1c74077518df33ce0f86681e8aba0,6ac68e483f84d950176e59a981cabaaf,0.583079033
273,b97c38c66a707b9113aefafa28a068cb,137321.4803,460457.8602,d2623c699aede7195af84c585d9b64c6,0.3403744,671.57,2/7/2019 8:53,f5392d09ce712c934137c95838e72a30,dc763e56827e002836ec099b221007cd,0.973963289
274,60de0c8c4ef933f7578d3a8b1f4fc3d6,208032.6995,584404.6731,d98d67f15cf85dc19358b34b6d15cb51,0.806763993,38.97,8/30/2022 16:56,8deb6ada12f7c7b8b567085253aa21c6,7eac6e542ca5c9152257a23e848b254a,0.21019072
275,b068cf2f2990c809a3d44b3633bb764b,262858.7812,450938.5692,efa2b7ee0ec5b65be5121022827e614f,0.154221813,601.2,11/6/2021 5:21,d71002068cfe3b06b7c282b708a328a2,1bba859943c3cdc24d690234c9753e0c,0.563536383
276,ec8161cb3ad78c3f432c75175ad890a9,218008.673,571650.6851,3a2532840ee416ab2f568577428c6199,0.209134408,724.92,3/12/2018 20:57,52c8e4603c7177eb32818f861ea03e3f,7236ea30d1769fc6b640287dba9de91c,0.639116667
277,621ada0f071d08b9177a8a20954f8861,12193.36841,587177.7537,6a80a5634f68e08163227285499644a2,0.05698763,604.59,11/18/2019 20:52,1827dc8bfa6fad8a1962de8af9c3c2ec,16d8c9d2dd3f04afaaa91473a26ed1ee,0.887756236
278,a8697af247f7c437bf8e2d3cf72d76fc,101572.642,347353.8539,9cedc25a28568d6da6737c2b89fb6f86,0.231776959,567.11,2/26/2015 2:20,8deb6ada12f7c7b8b567085253aa21c6,afb3f11317a87728c704268db1ceaac1,0.741261433
279,f7df672df5d9d2aa0721de3c224820c2,26329.02561,307876.0895,d8e673c7032289cee63742449dc4bf87,0.777337422,906.54,3/9/2021 4:57,1827dc8bfa6fad8a1962de8af9c3c2ec,e564186a1e4c49d75ed684a0c4e5c4c0,0.473052193
280,1aedbe365cdabe2acae0e7d5b0ac46bc,5059.882324,312687.0896,7efe6d543e78071a69e0f07a46bdbd47,0.84285291,686.63,4/7/2021 0:35,34c1c74077518df33ce0f86681e8aba0,fc271b90f89d810d1bcd7c30d618245f,0.795513337
281,b034da0df95dd8f62fa77dc0bf1334be,244923.5861,431523.3851,121e9d46408d60f17388b18dd18d0072,0.399018131,63.43,4/16/2015 11:10,34c1c74077518df33ce0f86681e8aba0,5044fc86c1c25ab1ddad10b09f1afc32,0.320084482
282,7aec9efdf7ec4d80d2cf10c6c0a12aee,10525.89983,469478.0988,83c10c3d3e2007a42f549f4e9540f0b0,0.463408474,120.83,3/28/2017 11:25,81117d7c63055f282982ebe847813842,5044fc86c1c25ab1ddad10b09f1afc32,0.952492259
283,b853a59c67a1714565d41344b870da5f,137241.7796,333516.0969,5f8eb66bbc7fc47a0278ff748bad7866,0.791259122,369.52,7/10/2017 22:25,1827dc8bfa6fad8a1962de8af9c3c2ec,4e0ed7e5304a6c0d2ad5bd1e742d1e2e,0.746490552
284,ad3772d982d03266a35e05eecd3797e8,31410.24874,564028.5434,af61bb9eb770d3467d50629be40ab76b,0.818135001,123.91,1/3/2019 12:22,ecf6da762b4b6eba1655076051e12eec,14a45473bebf8b039a0b4282ad59b627,0.664740766
285,e0ccca7234520a96702ef6d58341802e,258481.8091,548865.0115,1077596af2384846f70bce66a6346619,0.090333106,176.33,11/27/2018 5:17,8deb6ada12f7c7b8b567085253aa21c6,c5bd1db39ae0228758e1fc55c8528dd4,0.611636166
286,dcfc9162661807f000f1b04c10cb1e8f,109573.9543,375985.6297,c10e67efb368cf648a8f91b876a49642,0.953118498,66.96,4/15/2018 2:56,52c8e4603c7177eb32818f861ea03e3f,d1da98786cc28976d33805f6f6cfca86,0.323428646
287,ec8161cb3ad78c3f432c75175ad890a9,165051.3422,436559.9992,5d037c41b8eae0572585c6f7b7341309,0.711250295,878.66,5/16/2019 20:59,19970d6c0936b4fce425b0b3b075f794,14a45473bebf8b039a0b4282ad59b627,0.586304571
288,62bfe519826f8e1e656fc0620e5f8c32,61941.83224,438216.8445,a6ef74994bddb7e8522c75c44ee664fa,0.265274518,746.12,2/4/2024 20:19,ecf6da762b4b6eba1655076051e12eec,6ac68e483f84d950176e59a981cabaaf,0.460304979
289,751dd5435f88bfbf6c4e5e1475bd5cff,143746.2753,353101.7878,de110e7e11f8ca14d1cc8f656cc68086,0.654692021,79.95,7/15/2015 12:23,34c1c74077518df33ce0f86681e8aba0,55ae0b274409ec376826af84057e3f1a,0.920296168
290,a06ccd8e1503ce614ecc7530f5d1daf7,174845.4477,525660.4802,a662214b5f6d7fdda90f525922fe28c6,0.408672281,88.65,10/26/2024 11:12,d71002068cfe3b06b7c282b708a328a2,1bba859943c3cdc24d690234c9753e0c,0.585545935
291,8bad58de25d75396e998d1336454b98e,8582.953589,591511.9602,d4d470112bf43182ada9de02eb0a52be,0.879172804,302.01,2/25/2017 20:33,19970d6c0936b4fce425b0b3b075f794,6db6cc359f1fb74069aacc03213e845d,0.044700162
292,49ff1999fc693aa542853552820e3de1,126741.9896,395958.5531,eba54cec4fb7d90258b548b06416ba3c,0.182209685,20.74,2/11/2022 23:40,34c1c74077518df33ce0f86681e8aba0,184dc21d43a0d8b90698e794bc36dec9,0.037810559
293,ceeefdaba21ce3f6f08ada8915c878e9,164508.7453,353744.2905,bde7c406191a70539067eb564fede053,0.232052717,550.38,5/15/2019 10:43,34c1c74077518df33ce0f86681e8aba0,c8a6ca40b16431a491e23e8e1e009065,0.323138717
294,1075810dc3f10052457c8973709b6a09,122844.0992,614721.3216,68671cee2da90954c61f36ff68913f9b,0.961108712,629.45,4/27/2024 18:31,19970d6c0936b4fce425b0b3b075f794,14ecb7e068cc04ebee5eaf45d393d74d,0.122230858
295,3e7b544a752524927bb4c5e342755270,268011.6121,313154.8481,f2eddc987392d300a4d480faccafdd04,0.875404677,86.94,3/4/2020 14:24,81117d7c63055f282982ebe847813842,37f0deeecbb04b0fc43fdb3119c7ff99,0.337573223
296,08c2ecd05c59d83128a988387ccf4fa8,127487.7906,580327.8993,703b4f2a4377bd9ec9c76e503535af1e,0.911458496,712.63,2/6/2018 4:35,5ece93aa4e0eece3c98167b8d2f84935,8c4211bb9246e63d9e050e6148bea141,0.305226574
297,7f21bac6b096e82fff4ce4740d0aed67,6790.651396,442004.1123,ce8d50676986c430c2524df3a6952c9d,0.303874108,894.82,10/17/2024 19:55,5ece93aa4e0eece3c98167b8d2f84935,7eac6e542ca5c9152257a23e848b254a,0.259301344
298,a0f463859cfd3c798eb5da15767f00c1,200364.1876,558126.9268,42c4ea64701a62e214a42a0274be6097,0.122541184,366.75,10/26/2022 14:52,1827dc8bfa6fad8a1962de8af9c3c2ec,afb3f11317a87728c704268db1ceaac1,0.321949077
299,571982f558ee6063d6581bb0b789da8a,181900.464,463681.2438,f04bfe900508095e36c82eb86acf2ffe,0.931551254,548.35,6/8/2020 15:11,19970d6c0936b4fce425b0b3b075f794,6db6cc359f1fb74069aacc03213e845d,0.114562548
300,f939168efeb7510bc27176e5a548c61f,216760.3649,400155.6557,b4d97518c6a950e947a6f90f396b88e3,0.905933497,411.72,7/24/2022 22:28,34c1c74077518df33ce0f86681e8aba0,3f74f39725ba05d22c2470cf0689c5a6,0.732822907
301,48355f0c28ef46b7459dca623c5f02d4,282999.5956,454472.099,1c2f555838fd39b76899635005e60f1f,0.823509207,522.19,6/12/2016 3:31,d71002068cfe3b06b7c282b708a328a2,184dc21d43a0d8b90698e794bc36dec9,0.106708937
302,0a388e067f38ddf94ae1fb0c420f5719,98090.11279,465247.7993,38c5309c00aa68125199d10faf0239a0,0.843384726,195.03,11/10/2015 10:58,19970d6c0936b4fce425b0b3b075f794,9c04b332a35c602691a9829718258976,0.740067498
303,f6f88f97f5a93e627496b870ef339427,245387.3613,316592.2511,67b108ea600d929f638d48b6a6482279,0.465043537,388.51,2/22/2016 0:27,d71002068cfe3b06b7c282b708a328a2,3bd0bc72b0e2827ed7e27f6e7fd13789,0.603187206
304,3e6fd434312afa377a6b5bcf08f3938c,116857.7939,621980.5111,c3d111f7d41ae2b7cb677f3246fcef0d,0.717229713,654.5,12/18/2022 15:30,d71002068cfe3b06b7c282b708a328a2,34d76c6badb357f16ae362d243f3bc9e,0.943245752
305,fb311ad88cf84f49ffa1ea49ff2ed063,32451.02454,362668.8182,941e6e485ddd732ced3d4c6d341b84a2,0.497782238,860.34,6/12/2017 13:48,d71002068cfe3b06b7c282b708a328a2,914ad54332afb5a1f06d6875822c702a,0.935616642
306,f2e617e7a92eaa48e9d41c0f4143a6b3,228522.7127,411823.9434,2901567fe6bc3ff5aa615b1c3cc7a111,0.227603161,449.46,1/25/2015 7:02,5ece93aa4e0eece3c98167b8d2f84935,afb3f11317a87728c704268db1ceaac1,0.174800126
307,83c492f91b5ffebaa7c6ba2cfaef5399,150559.9182,369205.0779,d18307e759bffe49e3056bd18efcd123,0.106717492,241.23,2/3/2020 13:58,34c1c74077518df33ce0f86681e8aba0,34d76c6badb357f16ae362d243f3bc9e,0.795037154
308,adfce890aa4e58f56674f94217680571,26523.31455,350255.8305,bb9b22f32078d0fa3407245c8bbfcc4c,0.389979466,494.77,1/4/2019 0:16,ecf6da762b4b6eba1655076051e12eec,aed51ecd601c5cc9b484d719f0549aca,0.612201013
309,f38d0cf5472f323f8abd3f594bfa0bed,265865.0319,358614.3344,cf22811c06c52dde970d1bf8dfb09d62,0.215843579,538.06,6/2/2017 8:25,f5392d09ce712c934137c95838e72a30,883e4bca0ba2058e3cbea43808e10352,0.731940356
310,981f26a6ae8246787b8948f9f3e5f7ad,117884.2524,558877.8598,48465bcf0397d2f4b3cdba0ca46a1471,0.714570026,350.16,11/23/2024 0:30,f5392d09ce712c934137c95838e72a30,14ecb7e068cc04ebee5eaf45d393d74d,0.012746207
311,06d91bb2c09fbf30cfff1c5c28ae93e4,41289.03605,460437.3754,3ef723084f7bebfcf05060fa488360a4,0.842468073,283.65,10/16/2020 2:11,19970d6c0936b4fce425b0b3b075f794,34d76c6badb357f16ae362d243f3bc9e,0.091985807
312,07765568cbfb4a6097abf618436c4c08,89064.39773,353150.1007,6637ccf706c0c71649260faf126846b8,0.695867843,629.14,8/25/2022 16:18,1827dc8bfa6fad8a1962de8af9c3c2ec,c5bd1db39ae0228758e1fc55c8528dd4,0.16021437
313,7ff39aa9d554f1c3cce99dc99ab4fc0a,137860.9128,611204.8709,1477762afcc3b6a40fec5b2a383ba78d,0.871396283,999.74,4/6/2024 6:01,d71002068cfe3b06b7c282b708a328a2,cfe72c546dfc825803a7903af30b84bd,0.633343576
314,26ed74c50d8f76f89460d5cc5047ba0a,180525.066,516824.0936,731fc7bd6f47c34af4fa7e761e9e4eb1,0.786137017,897.81,9/23/2016 13:00,19970d6c0936b4fce425b0b3b075f794,afb3f11317a87728c704268db1ceaac1,0.4494894
315,12db4f303abf71e1b122331cd57c61e0,136952.4309,516851.5137,3056ca1c3466159aa8771522343789f7,0.140071685,208.29,7/14/2016 11:03,19970d6c0936b4fce425b0b3b075f794,ff18130d0961523e395ac673192f28ab,0.080393343
316,8d9fe49621c48b99592d9cb8481c15d4,177149.2951,367748.1896,718cbe821f6bc36006a9766e23fa62fb,0.890902552,432.75,3/16/2016 22:08,34c1c74077518df33ce0f86681e8aba0,3d5e9d92d82233bf1d861827bba9432a,0.965936752
317,1c8624098e6d9a44a5b32653fb3cd6ae,140788.6526,463903.2327,6cc0b51b820f58ef5bf5573e3bf28b98,0.074387939,970.63,3/24/2016 4:05,1827dc8bfa6fad8a1962de8af9c3c2ec,d1da98786cc28976d33805f6f6cfca86,0.971049342
318,63bd775d5cdbdf15573217d325d61894,62859.93071,500949.1933,6d10f8fec6a30bc04e18eca78917bae9,0.507503704,700.89,1/8/2020 8:46,5ece93aa4e0eece3c98167b8d2f84935,4e0ed7e5304a6c0d2ad5bd1e742d1e2e,0.440726737
319,adeab7d488ffdc92aeb67fb59436405d,174238.8376,623499.5629,6db80b606b5c643890c884091061d490,0.182270869,98.55,3/25/2015 19:29,34c1c74077518df33ce0f86681e8aba0,c8a6ca40b16431a491e23e8e1e009065,0.351269475
320,f939168efeb7510bc27176e5a548c61f,67447.50078,362355.9702,ede2dd00c6c2b5acc4b571af8f3c13a8,0.929531928,510.71,7/13/2024 0:55,f5392d09ce712c934137c95838e72a30,160005ec3beafc59eb13132b5adfc4ca,0.081463969
321,f201c84c63d2a4558d24c9c58ef08a50,20016.16135,312495.3037,6a7b9b8d5f606d4fa634d8d4bc500e7c,0.498261608,440.82,4/24/2023 8:21,d71002068cfe3b06b7c282b708a328a2,d5f3181d31ffd1e2bcfec5bbd8fde771,0.160346027
322,462305f277dcc46fef59bedd3ddd07a3,80909.77113,485914.1104,4f2f9664a94cf8455cdef035cbfa98a2,0.46048226,465.12,7/15/2022 16:05,1827dc8bfa6fad8a1962de8af9c3c2ec,14ecb7e068cc04ebee5eaf45d393d74d,0.489396119
323,a5bc00114de940cd2ad1976ebc83f4aa,229009.641,461305.9661,e0fa91b29015e00ceb38f0d636c1a15f,0.577214932,0.56,3/28/2015 11:50,5ece93aa4e0eece3c98167b8d2f84935,c2813e1ed62ca7cdc872aef5388af0ef,0.534364445
324,a8e7a784e7da927d8612f4d218037761,144380.4742,392799.2786,a43f55dd004f062a5a19a61160ae5972,0.319204829,620.61,7/15/2019 0:10,34c1c74077518df33ce0f86681e8aba0,34d76c6badb357f16ae362d243f3bc9e,0.680139259
325,c5fc1256caa9b2b1e2b2cefaa0b9008e,202480.8058,499053.6089,38390a63de2d753c99f81b15b737fcf3,0.858859591,85.71,6/26/2019 21:04,d71002068cfe3b06b7c282b708a328a2,37f0deeecbb04b0fc43fdb3119c7ff99,0.732755724
326,dc8fda45f762b37186eb425a8b6570aa,96970.40986,573449.2594,c28eb8f8770b7e9a2d11188bcdb5638d,0.877750962,125.48,6/13/2024 3:34,52c8e4603c7177eb32818f861ea03e3f,578e2cf99fed46485ed552c92bde2e53,0.624271095
327,23382fac7187203eb05d87567dbbe580,151657.1001,551829.6285,61f445b9ac2900dc0747771f9e76132d,0.167350294,234.36,1/3/2015 15:27,f5392d09ce712c934137c95838e72a30,8d6d5c5a4026e47002c02b2c9c0339d5,0.964156996
328,35bf821e39e438941928b7c006530df1,76788.74762,373084.5964,dd2d3704c1ee50479d9099d9c4c845b5,0.048966183,71.77,2/1/2018 14:26,d71002068cfe3b06b7c282b708a328a2,3d5e9d92d82233bf1d861827bba9432a,0.717307486
329,1cc2062e282647c3fb845aa3bd85f8a6,28265.0903,326900.3082,ea933e1769628951ab5bb70895ddd812,0.771073786,291.07,10/23/2019 17:21,52c8e4603c7177eb32818f861ea03e3f,6db6cc359f1fb74069aacc03213e845d,0.052833986
330,bb6fcb60c243c072971bfe6c39d94f7d,85479.75711,475053.7708,49bb6f36c889e3c89a04516f53a3a470,0.036690219,851.46,5/7/2023 1:01,ecf6da762b4b6eba1655076051e12eec,184dc21d43a0d8b90698e794bc36dec9,0.175491676
331,c4d793bc3f92d9a4cb18fea60d84942a,17238.7855,555391.3803,4978b8544ad83782831ade386e9e7baf,0.807854288,737.29,10/13/2021 19:57,ecf6da762b4b6eba1655076051e12eec,160005ec3beafc59eb13132b5adfc4ca,0.645708061
332,5ba1adeaef1bb70f3815c53a12e4fb48,178086.05,528909.0665,9fae682423f4c7fc93a6e7d6aafee6b5,0.275681922,956.48,8/3/2016 23:53,5ece93aa4e0eece3c98167b8d2f84935,d5f3181d31ffd1e2bcfec5bbd8fde771,0.53448976
333,0036069945e0624698578f4275206d79,269279.324,339696.6598,63760574945781a03533ca1e5f1f432a,0.979336371,200.64,12/2/2018 17:58,5ece93aa4e0eece3c98167b8d2f84935,7eac6e542ca5c9152257a23e848b254a,0.512569655
334,f939168efeb7510bc27176e5a548c61f,120360.5202,581057.8441,93d24b89f78e998432f7bdfd9d6574a9,0.221394854,405.74,11/9/2019 4:42,52c8e4603c7177eb32818f861ea03e3f,8c4211bb9246e63d9e050e6148bea141,0.202499939
